num_layers,peakmem
1,1730.04296875
2,2243.12109375
3,2760.26953125
4,3266.4609375
5,3786.1484375
6,4303.51171875
7,4811.87109375
8,5324.12109375
9,5839.5078125
10,6354.54296875
