num_layers,peakmem
1,1727.01953125
2,2239.2109375
3,2238.75390625
4,2239.76171875
5,2751.15234375
6,3263.4140625
7,3775.69140625
8,4287.44140625
9,4799.1328125
10,5311.4140625
