num_layers,peakmem
1,1608.65234375
2,2122.5234375
3,2122.63671875
4,2123.3046875
5,2123.25390625
6,2122.63671875
7,2124.2265625
8,2125.5546875
9,2125.50390625
10,2126.04296875
