num_layers,peakmem
1,1756.01953125
2,2271.93359375
3,2270.35546875
4,2269.74609375
5,2269.94921875
6,2270.4765625
7,2271.94921875
8,2270.19921875
9,2271.1015625
10,2271.64453125
