num_layers,peakmem
1,1725.68359375
2,2244.2890625
3,2251.1171875
4,2251.4609375
5,2762.9140625
6,2766.39453125
7,2761.59765625
8,2761.04296875
9,2765.64453125
10,2768.07421875
